certificate_no,customer_no,customer_name,city,state,customer_type
22-R-0143,44516,PRODUCT SAFETY LABS,DAYTON,NJ,RESEARCH FACILITY
22-R-0144,321189,INTERVET INC,MADISON,NJ,RESEARCH FACILITY
22-R-0146,11697,HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ,RESEARCH FACILITY
22-R-0147,701,BARTONS WEST END FARMS INC,GREAT MEADOWS,NJ,RESEARCH FACILITY
22-R-0148,328400,INVIVOTEK,HAMILTON,NJ,RESEARCH FACILITY
22-R-0154,332800,COOPER HEALTH SYSTEM,CAMDEN,NJ,RESEARCH FACILITY
22-R-0155,334734,ZOETIS LLC,PARSIPPANY,NJ,RESEARCH FACILITY
22-R-0157,330314,R B H S NEW JERSEY MEDICAL SCHOOL,PISCATAWAY,NJ,RESEARCH FACILITY
85-F-0003,16855,ALAMOGORDO PRIMATE FACILITY,HOLLOMAN AFB,NM,FEDERAL RESEARCH FACILITY
85-G-0001,335444,JORNADA EXPERIMENTAL RANGE,LAS CRUCES,NM,AGRICULTURE RESEARCH FACILITY
85-R-0002,1071,UNIVERSITY OF NEW MEXICO - MAIN CAMPUS,ALBUQUERQUE,NM,RESEARCH FACILITY
85-R-0003,1072,LOVELACE RESPIRATORY RESEARCH INSTITUTE,ALBUQUERQUE,NM,RESEARCH FACILITY
85-R-0009,1073,NEW MEXICO STATE UNIVERSITY,LAS CRUCES,NM,RESEARCH FACILITY
85-R-0014,1076,UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER,ALBUQUERQUE,NM,RESEARCH FACILITY
85-R-0015,1077,SOUTHWEST BIO-LABS INC.,LAS CRUCES,NM,RESEARCH FACILITY
85-R-0027,332092,RYANN DAWN LLC,SUNLAND PARK,NM,RESEARCH FACILITY
85-R-0028,332715,"ECHO GROUP, LLC",RIO RANCHO,NM,RESEARCH FACILITY
88-R-0003,13006,WESTERN VETERINARY CONFERENCE,LAS VEGAS,NV,RESEARCH FACILITY
88-R-0005,323070,UNIVERSITY OF NEVADA - RENO - LAB ANIMAL MEDICINE,RENO,NV,RESEARCH FACILITY
88-R-0006,323069,UNIVERSITY OF NEVADA- LAS VEGAS,LAS VEGAS,NV,RESEARCH FACILITY
88-R-0008,326183,TACTICAL MEDICINE RESEARCH AND TRAINING LLC,LAS VEGAS,NV,RESEARCH FACILITY
88-R-0009,500526,STEINER BIOTECHNOLOGY,HENDERSON,NV,RESEARCH FACILITY
21-G-0001,335790,ROBERT HOLLEY CENTER,ITHACA,NY,AGRICULTURE RESEARCH FACILITY
21-G-0002,335791,FOREIGN ANIMAL RESEARCH UNIT,GREENPORT,NY,AGRICULTURE RESEARCH FACILITY
21-R-0008,287,NEW YORK BLOOD CENTER INC,NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0012,288,ST JOHNS UNIVERSITY,JAMAICA,NY,RESEARCH FACILITY
21-R-0013,282,STATE UNIVERSITY OF NEW YORK,CANTON,NY,RESEARCH FACILITY
21-R-0017,291,MASONIC MEDICAL RESEARCH LABORATORY,UTICA,NY,RESEARCH FACILITY
21-R-0018,292,REGENERON PHARMACEUTICALS INC,TARRYTOWN,NY,RESEARCH FACILITY
21-R-0019,293,NELCO VET LLC,DEER PARK,NY,RESEARCH FACILITY
21-R-0021,294,STATE UNIVERSITY OF NEW YORK,BROOKLYN,NY,RESEARCH FACILITY
21-R-0024,295,STATE UNIVERSITY OF NEW YORK,SYRACUSE,NY,RESEARCH FACILITY
21-R-0030,302,UNION COLLEGE,SCHENECTADY,NY,RESEARCH FACILITY
21-R-0037,308,STATE UNIVERSITY OF NEW YORK,SYRACUSE,NY,RESEARCH FACILITY
21-R-0039,298,STONY BROOK UNIVERSITY,STONY BROOK,NY,RESEARCH FACILITY
21-R-0040,312,MOUNT SINAI SCHOOL OF MEDICINE,NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0049,318,NYU WINTHROP HOSPITAL,MINEOLA,NY,RESEARCH FACILITY
21-R-0051,389,STATE UNIVERSITY OF NEW YORK,BUFFALO,NY,RESEARCH FACILITY
21-R-0053,390,SUNY COLLEGE OF TECHNOLOGY,DELHI,NY,RESEARCH FACILITY
21-R-0058,319,LONG ISLAND UNIVERSITY,GREENVALE,NY,RESEARCH FACILITY
21-R-0060,311,NEW YORK MEDICAL COLLEGE,VALHALLA,NY,RESEARCH FACILITY
21-R-0065,393,STATE UNIVERSITY OF NEW YORK,ALBANY,NY,RESEARCH FACILITY
21-R-0072,326,MEMORIAL SLOAN-KETTERING CANCER CENTER,NEW YORK,NY,RESEARCH FACILITY
21-R-0077,433,LEHMAN COLLEGE,NEW YORK -BRONX,NY,RESEARCH FACILITY
21-R-0078,435,"CITY COLLEGE/MEDICAL SCHOOL OF CUNY, THE",NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0081,333,MONTEFIORE MEDICAL CENTER,BRONX,NY,RESEARCH FACILITY
21-R-0082,445,COLUMBIA UNIVERSITY,NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0084,448,NATHAN S KLINE INSTITUTE FOR PSYCH RES,ORANGEBURG,NY,RESEARCH FACILITY
21-R-0088,339,PFIZER GLOBAL RESEARCH & DEVELOPMENT,NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0089,458,LAGUARDIA COMMUNITY COLLEGE,LONG ISLAND CITY,NY,RESEARCH FACILITY
21-R-0092,465,NEW YORK UNIVERSITY SCHOOL OF MEDICINE DCM,NEW YORK,NY,RESEARCH FACILITY
21-R-0095,503,LAKE IMMUNOGENICS INC,ONTARIO,NY,RESEARCH FACILITY
21-R-0097,593,CARY INSTITUTE OF ECOSYSTEM STUDIES INC,MILLBROOK,NY,RESEARCH FACILITY
21-R-0103,330,ALBANY MEDICAL COLLEGE,ALBANY,NY,RESEARCH FACILITY
21-R-0105,704,THE ROGOSIN INSTITUTE,NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0107,342,NORTHWELL HEALTH,MANHASSET,NY,RESEARCH FACILITY
21-R-0109,343,UNIVERSITY OF ROCHESTER,ROCHESTER,NY,RESEARCH FACILITY
21-R-0114,336,WEILL CORNELL MEDICINE,NEW YORK,NY,RESEARCH FACILITY
21-R-0118,346,NEW YORK UNIVERSITY-WASHINGTON SQUARE,NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0119,528,CORNELL UNIVERSITY,ITHACA,NY,RESEARCH FACILITY
21-R-0124,400,N Y STATE DEPT OF HEALTH/HEALTH RESEARCH,ALBANY,NY,RESEARCH FACILITY
21-R-0128,401,SYRACUSE UNIVERSITY,SYRACUSE,NY,RESEARCH FACILITY
21-R-0132,394,ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,RESEARCH FACILITY
21-R-0140,398,ROCHESTER GENERAL HOSPITAL,ROCHESTER,NY,RESEARCH FACILITY
21-R-0141,399,ST. LAWRENCE UNIVERSITY,CANTON,NY,RESEARCH FACILITY
21-R-0148,8207,FORDHAM UNIVERSITY,BRONX,NY,RESEARCH FACILITY
21-R-0170,403,SIENA COLLEGE,LOUDONVILLE,NY,RESEARCH FACILITY
21-R-0173,6799,LIBERTY RESEARCH INC,WAVERLY,NY,RESEARCH FACILITY
21-R-0179,413,ORENTREICH FOUNDATION FOR THE,COLD SPRING,NY,RESEARCH FACILITY
21-R-0180,414,MEDAILLE COLLEGE,BUFFALO,NY,RESEARCH FACILITY
21-R-0192,1791,BROOKHAVEN SCIENCE ASSOCIATES LLC,UPTON,NY,RESEARCH FACILITY
21-R-0196,10866,SUNY STATE COLLEGE OF OPTOMETRY,NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0199,537,ROSWELL PARK CANCER INSTITUTE,BUFFALO,NY,RESEARCH FACILITY
21-R-0207,21096,ST BONAVENTURE UNIVERSITY,SAINT BONAVENTURE,NY,RESEARCH FACILITY
21-R-0208,25376,SUNY COLLEGE AT CORTLAND,CORTLAND,NY,RESEARCH FACILITY
21-R-0210,30958,CARDIOVASCULAR RESEARCH FOUNDATION,ORANGEBURG,NY,RESEARCH FACILITY
21-R-0211,33184,ITHACA COLLEGE,ITHACA,NY,RESEARCH FACILITY
21-R-0212,6177,RIVERHEAD FOUNDATION,RIVERHEAD,NY,RESEARCH FACILITY
21-R-0215,39214,ARMGO PHARMA INC,ARDSLEY,NY,RESEARCH FACILITY
21-R-0220,322605,COLLEGE OF STATEN ISLAND/CUNY,STATEN ISLAND,NY,RESEARCH FACILITY
21-R-0221,325144,SUFFOLK COUNTY COMMUNITY COLLEGE,BRENTWOOD,NY,RESEARCH FACILITY
21-R-0223,325904,NEW YORK STATE PSYCHIATRIC INSTITUTE,NEW YORK,NY,RESEARCH FACILITY
21-R-0225,326446,GENESEE COMMUNITY COLLEGE,BATAVIA,NY,RESEARCH FACILITY
21-R-0226,307,ROCKEFELLER UNIVERSITY,NEW YORK NEW YORK,NY,RESEARCH FACILITY
21-R-0228,18374,ALFRED STATE COLLEGE,ALFRED,NY,RESEARCH FACILITY
21-R-0229,327458,PROFECTUS BIOSCIENCES,PEARL RIVER,NY,RESEARCH FACILITY
21-R-0230,330136,MERCY COLLEGE,DOBBS FERRY,NY,RESEARCH FACILITY
21-R-0231,290,UNIVERSITY AT BINGHAMTON,BINGHAMTON,NY,RESEARCH FACILITY
21-R-0233,331434,MISPRO BIOTECH SERVICES CORPORATION,NEW YORK,NY,RESEARCH FACILITY
21-R-0234,331860,COLD SPRING HARBOR LABORATORY,COLD SPRING HARBOR,NY,RESEARCH FACILITY
21-R-0236,329597,NEW YORK INSTITUTE OF TECHNOLOGY,OLD WESTBURY,NY,RESEARCH FACILITY
21-R-0237,331725,STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA,ONEONTA,NY,RESEARCH FACILITY
21-R-0238,304,CANISIUS COLLEGE,BUFFALO,NY,RESEARCH FACILITY
21-R-0239,333278,TRUDEAU INSTITUTE INC,SARANAC LAKE,NY,RESEARCH FACILITY
21-R-0240,333477,ADVANCED SCIENCE RESEARCH CENTER OF CUNY,NEW YORK,NY,RESEARCH FACILITY
21-R-0241,34658,COLGATE UNIVERSITY,HAMILTON,NY,RESEARCH FACILITY
21-R-0242,2072,MARSHALL FARMS GROUP LTD,NORTH ROSE,NY,RESEARCH FACILITY
21-R-0243,334624,ANGIOGRAFT LLC,AMHERST,NY,RESEARCH FACILITY
21-R-0245,501995,I U V O BIOSCIENCE OPERATIONS LLC,RUSH,NY,RESEARCH FACILITY
21-R-0246,503046,ADELPHI UNIVERSITY,GARDEN CITY,NY,RESEARCH FACILITY
21-R-0247,504211,M B R WAVERLY L.L.C.,WAVERLY,NY,RESEARCH FACILITY
33-R-0141,42492,SIEMENS HEALTHCARE DIAGNOSTICS INC,N TARRYTOWN,NY,RESEARCH FACILITY
31-R-0011,210,CINCINNATI CHILDRENS HOSPITAL MEDICAL CENTER,CINCINNATI,OH,RESEARCH FACILITY
31-R-0014,216,THE OHIO STATE UNIVERSITY,COLUMBUS,OH,RESEARCH FACILITY
31-R-0017,223,CLEVELAND CLINIC FOUNDATION,CLEVELAND,OH,RESEARCH FACILITY
31-R-0021,228,BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,RESEARCH FACILITY
31-R-0027,233,UNIVERSITY OF CINCINNATI,CINCINNATI,OH,RESEARCH FACILITY
31-R-0028,234,CASE WESTERN RESERVE UNIVERSITY,CLEVELAND,OH,RESEARCH FACILITY
31-R-0029,235,MIAMI UNIVERSITY OARS,OXFORD,OH,RESEARCH FACILITY
31-R-0030,224,KENT STATE UNIVERSITY,KENT,OH,RESEARCH FACILITY
31-R-0034,238,ETHICON ENDO SURGERY INC,CINCINNATI,OH,RESEARCH FACILITY
31-R-0040,8740,OHIO NORTHERN UNIVERSITY,ADA,OH,RESEARCH FACILITY
31-R-0055,243,WRIGHT STATE UNIVERSITY,DAYTON,OH,RESEARCH FACILITY
31-R-0067,248,CUYAHOGA COMMUNITY COLLEGE,PARMA,OH,RESEARCH FACILITY
31-R-0068,249,NORTH AMERICAN SCIENCE ASSOCIATES INC,NORTHWOOD,OH,RESEARCH FACILITY
31-R-0082,251,OHIO UNIVERSITY,ATHENS,OH,RESEARCH FACILITY
31-R-0088,252,COLUMBUS STATE COMMUNITY COLLEGE,COLUMBUS,OH,RESEARCH FACILITY
31-R-0091,254,CONCORD BIOSCIENCES LLC,CONCORD TWP,OH,RESEARCH FACILITY
31-R-0092,255,NORTHEAST OHIO MEDICAL UNIVERSITY,ROOTSTOWN,OH,RESEARCH FACILITY
31-R-0097,256,MERIDIAN BIOSCIENCE INC,CINCINNATI,OH,RESEARCH FACILITY
31-R-0100,247,CENTER FOR CONS & RESEARCH OF ENDANGERED WILDLIFE,CINCINNATI,OH,RESEARCH FACILITY
31-R-0112,1803,OBERLIN COLLEGE,OBERLIN,OH,RESEARCH FACILITY
31-R-0113,10115,AHED OF OHIO INC,MAUMEE,OH,RESEARCH FACILITY
31-R-0114,9423,Q TEST LTD,COLUMBUS,OH,RESEARCH FACILITY
31-R-0121,36534,UNIVERSITY OF AKRON,AKRON,OH,RESEARCH FACILITY
31-R-0122,37219,STAUTZENBERGER COLLEGE VET TECH PROG,BRECKSVILLE,OH,RESEARCH FACILITY
31-R-0123,236,YOUNGSTOWN STATE UNIVERSITY,YOUNGSTOWN,OH,RESEARCH FACILITY
31-R-0130,230,GOOD SAMARITAN HOSPITAL,CINCINNATI,OH,RESEARCH FACILITY
31-R-0132,334240,ROYAL CANIN U S A INC,LEWISBURG,OH,RESEARCH FACILITY
31-R-0133,501751,ROSS COLLEGE NORTH CANTON,CANTON,OH,RESEARCH FACILITY
31-R-0134,502924,UNIVERSITY OF TOLEDO,TOLEDO,OH,RESEARCH FACILITY
73-G-0001,334028,SOUTHERN PLAINS RANGE RESEARCH STATION,WOODWARD,OK,AGRICULTURE RESEARCH FACILITY
73-R-0007,1468,UNIVERSITY OF OKLAHOMA,OKLAHOMA CITY,OK,RESEARCH FACILITY
73-R-0016,1389,MURRAY STATE COLLEGE,TISHOMINGO,OK,RESEARCH FACILITY
73-R-0017,1572,UNIVERSITY OF TULSA,TULSA,OK,RESEARCH FACILITY
73-R-0100,1450,UNIV OF OKLAHOMA-NORMAN,NORMAN,OK,RESEARCH FACILITY
73-R-0109,1811,TULSA COMMUNITY COLLEGE,TULSA,OK,RESEARCH FACILITY
73-R-0112,10214,OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY,OKLAHOMA CITY,OK,RESEARCH FACILITY
73-R-0118,329867,RINER & ASSOCIATES INC.,NOWATA,OK,RESEARCH FACILITY
73-R-0119,335360,OKLAHOMA STATE UNIV.CTR FOR HEALTH SCIENCES,TULSA,OK,RESEARCH FACILITY
73-R-0120,501397,OKC ALLERGY SUPPLIES INC,OKLAHOMA CITY,OK,RESEARCH FACILITY
73-R-0121,502460,OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,RESEARCH FACILITY
73-R-0122,502650,JORTAN PHARMACEUTICALS INC,OKLAHOMA CITY,OK,RESEARCH FACILITY
92-R-0001,1046,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OR,RESEARCH FACILITY
92-R-0002,1047,LEGACY HEALTH,PORTLAND,OR,RESEARCH FACILITY
92-R-0007,1050,PORTLAND STATE UNIVERSITY - R G S,PORTLAND,OR,RESEARCH FACILITY
92-R-0022,1055,PORTLAND COMMUNITY COLLEGE,PORTLAND,OR,RESEARCH FACILITY
92-R-0031,1057,GEORGE FOX UNIVERSITY,NEWBERG,OR,RESEARCH FACILITY
92-R-0039,328291,CENTRAL OREGON COMMUNITY COLLEGE,BEND,OR,RESEARCH FACILITY
92-R-0041,503605,OREGON STATE UNIVERSITY,CORVALLIS,OR,RESEARCH FACILITY
22-R-0138,33183,JANSSEN RESEARCH AND DEVELOPMENT LLC,SPRING HOUSE,PA,RESEARCH FACILITY
23-R-0001,207,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0003,212,LANKENAU INSTITUTE FOR MEDICAL RESEARCH,WYNNEWOOD,PA,RESEARCH FACILITY
23-R-0011,285,THOMAS JEFFERSON UNIVERSITY,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0012,286,GLAXO SMITH KLINE,KING OF PRUSSIA,PA,RESEARCH FACILITY
23-R-0013,297,DUQUESNE UNIVERSITY OF THE HOLY GHOST,PITTSBURGH,PA,RESEARCH FACILITY
23-R-0016,289,UNIVERSITY OF PITTSBURGH,PITTSBURGH,PA,RESEARCH FACILITY
23-R-0017,301,FRANKLIN & MARSHALL COLLEGE,LANCASTER,PA,RESEARCH FACILITY
23-R-0020,549,SWARTHMORE COLLEGE,SWARTHMORE,PA,RESEARCH FACILITY
23-R-0021,306,PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,RESEARCH FACILITY
23-R-0023,309,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0024,316,CARNEGIE MELLON UNIVERSITY,PITTSBURGH,PA,RESEARCH FACILITY
23-R-0027,328,TEMPLE UNIVERSITY,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0033,337,CHILDRENS HOSPITAL OF PHILADELPHIA,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0043,472,MANOR COLLEGE,JENKINTOWN,PA,RESEARCH FACILITY
23-R-0046,347,BUCKNELL UNIVERSITY,LEWISBURG,PA,RESEARCH FACILITY
23-R-0049,502,"WESTMORELAND TESTING AND RESEARCH, INC.",SCOTTDALE,PA,RESEARCH FACILITY
23-R-0055,340,THE WISTAR INSTITUTE,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0061,352,MILLENNIUM BIORESEARCH INC,SPINNERSTOWN,PA,RESEARCH FACILITY
23-R-0064,353,LEHIGH UNIVERSITY,BETHLEHEM,PA,RESEARCH FACILITY
23-R-0067,759,JOHNSON COLLEGE,SCRANTON,PA,RESEARCH FACILITY
23-R-0078,357,HARCUM COLLEGE,BRYN MAWR,PA,RESEARCH FACILITY
23-R-0088,350,MONELL CHEMICAL SENSES CENTER,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0089,360,COCALICO BIOLOGICALS INC,STEVENS,PA,RESEARCH FACILITY
23-R-0090,361,MAGEE WOMENS RESEARCH INSTITUTE,PITTSBURGH,PA,RESEARCH FACILITY
23-R-0107,366,CALVERT LABORATORIES INC,SCOTT TOWNSHIP,PA,RESEARCH FACILITY
23-R-0114,358,JACKSON IMMUNORESEARCH LABS INC,WEST GROVE,PA,RESEARCH FACILITY
23-R-0122,369,LAMPIRE BIOLOGICAL LABORATORIES INC,PIPERSVILLE,PA,RESEARCH FACILITY
23-R-0124,370,WILSON COLLEGE,CHAMBERSBURG,PA,RESEARCH FACILITY
23-R-0126,371,SUMMIT RIDGE BIOSYSTEMS INC,SUSQUEHANNA,PA,RESEARCH FACILITY
23-R-0133,374,UNIVERSITY OF SCRANTON,SCRANTON,PA,RESEARCH FACILITY
23-R-0135,376,DELAWARE VALLEY UNIVERSITY,DOYLESTOWN,PA,RESEARCH FACILITY
23-R-0141,373,POCONO RABBIT FARM & LAB INC,CANADENSIS,PA,RESEARCH FACILITY
23-R-0143,380,WEST CHESTER UNIVERSITY,WEST CHESTER,PA,RESEARCH FACILITY
23-R-0153,1773,LEHIGH CARBON COMMUNITY COLLEGE,SCHNECKSVILLE,PA,RESEARCH FACILITY
23-R-0154,9012,ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,RESEARCH FACILITY
23-R-0162,31006,SLIPPERY ROCK UNIVERSITY,SLIPPERY ROCK,PA,RESEARCH FACILITY
23-R-0166,1688,WILKES UNIVERSITY,WILKES BARRE,PA,RESEARCH FACILITY
23-R-0170,323427,EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA,EAST STROUDSBURG,PA,RESEARCH FACILITY
23-R-0173,688,INDIANA UNIVERSITY OF PENNSYLVANIA,INDIANA,PA,RESEARCH FACILITY
23-R-0176,329187,Y T I CAREER INSTITUTE,YORK,PA,RESEARCH FACILITY
23-R-0178,331858,AINSWORTH PET NUTRITION LLC,MEADVILLE,PA,RESEARCH FACILITY
23-R-0179,330557,ST JOSEPHS UNIVERSITY,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0180,332218,DREXEL UNIVERSITY,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0181,332427,PITTSBURGH CAREER INSTITUTE,PITTSBURGH,PA,RESEARCH FACILITY
23-R-0182,332900,INSTITUTE FOR CANCER RESEARCH,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0183,333459,THE CORPORATION OF HAVERFORD COLLEGE,HAVERFORD,PA,RESEARCH FACILITY
23-R-0184,335654,OXFORD CARE FACILITIES LLC,LIMERICK,PA,RESEARCH FACILITY
23-R-0185,31081,ALBERT EINSTEIN HEALTHCARE NETWORK,PHILADELPHIA,PA,RESEARCH FACILITY
23-R-0186,327455,LANCASTER COUNTY CAREER & TECHNOLOGY CENTER,WILLOW STREET,PA,RESEARCH FACILITY
94-R-0109,960,UNIVERSITY OF PUERTO RICO,SAN JUAN,PR,RESEARCH FACILITY
94-R-0114,325361,UNIVERSIDAD INTERAMERICANA DE PUERTO RICO,BAYAMON,PR,RESEARCH FACILITY
94-R-0115,502100,UNIVERSIDAD ANA G. M?DEZ BARCELONETA,GURABO,PR,RESEARCH FACILITY
94-R-0116,503339,UNIVERSIDAD DE PUERTO RICO EN ARECIBO,ARECIBO,PR,RESEARCH FACILITY
15-R-0002,266,RHODE ISLAND HOSPITAL,PROVIDENCE,RI,RESEARCH FACILITY
15-R-0003,267,BROWN UNIVERSITY,PROVIDENCE,RI,RESEARCH FACILITY
15-R-0004,268,UNIVERSITY OF RHODE ISLAND,KINGSTON,RI,RESEARCH FACILITY
15-R-0010,261,RHODE ISLAND COLLEGE,PROVIDENCE,RI,RESEARCH FACILITY
15-R-0021,33144,VERO SCIENCE LLC,TIVERTON,RI,RESEARCH FACILITY
15-R-0022,327689,NEW ENGLAND INSTITUTE OF TECHNOLOGY,EAST GREENWICH,RI,RESEARCH FACILITY
56-R-0001,925,MEDICAL UNIVERSITY OF SOUTH CAROLINA,CHARLESTON,SC,RESEARCH FACILITY
56-R-0002,926,CLEMSON UNIVERSITY,CLEMSON,SC,RESEARCH FACILITY
56-R-0003,901,UNIVERSITY OF SOUTH CAROLINA,COLUMBIA,SC,RESEARCH FACILITY
56-R-0004,902,TRI-COUNTY TECHNICAL COLLEGE,PENDLETON,SC,RESEARCH FACILITY
56-R-0105,905,ALPHA GENESIS INC,YEMASSEE,SC,RESEARCH FACILITY
56-R-0109,11563,TRIDENT TECHNICAL COLLEGE,CHARLESTON,SC,RESEARCH FACILITY
56-R-0110,10055,TECHNICAL SERVICES SPECIALISTS INC,WALTERBORO,SC,RESEARCH FACILITY
56-R-0112,9968,COLLEGE OF CHARLESTON - RESCH & GRANTS ADMIN,CHARLESTON,SC,RESEARCH FACILITY
56-R-0114,903,BENEDICT COLLEGE,COLUMBIA,SC,RESEARCH FACILITY
56-R-0115,39769,PRESBYTERIAN COLLEGE,CLINTON,SC,RESEARCH FACILITY
56-R-0117,40261,PIEDMONT TECH COLLEGE,GREENWOOD,SC,RESEARCH FACILITY
46-R-0002,1561,SOUTH DAKOTA STATE UNIVERSITY,BROOKINGS,SD,RESEARCH FACILITY
46-R-0003,1559,DLORAH INC.,RAPID CITY,SD,RESEARCH FACILITY
46-R-0007,1738,JERRY L POMMER,CANTON,SD,RESEARCH FACILITY
46-R-0011,329373,SANFORD HEALTH,SIOUX FALLS,SD,RESEARCH FACILITY
46-R-0012,331626,SAB BIOTHERAPEUTICS INC.,SIOUX FALLS,SD,RESEARCH FACILITY
46-R-0013,502780,RTI LLC,BROOKINGS,SD,RESEARCH FACILITY
63-R-0001,29,UNIVERSITY OF TENNESSEE - CHATTANOOGA,CHATTANOOGA,TN,RESEARCH FACILITY
63-R-0002,851,MEHARRY MEDICAL COLLEGE,NASHVILLE,TN,RESEARCH FACILITY
63-R-0006,852,UNIVERSITY OF MEMPHIS,MEMPHIS,TN,RESEARCH FACILITY
63-R-0007,845,ST JUDE CHILDRENS RESEARCH HOSPITAL,MEMPHIS,TN,RESEARCH FACILITY
63-R-0011,853,EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,RESEARCH FACILITY
63-R-0014,846,COLUMBIA STATE COMMUNITY COLLEGE,COLUMBIA,TN,RESEARCH FACILITY
63-R-0019,847,LINCOLN MEMORIAL UNIVERSITY,HARROGATE,TN,RESEARCH FACILITY
63-R-0105,843,UNIV OF TENNESSEE KNOXVILLE OFF LAB AN CARE,KNOXVILLE,TN,RESEARCH FACILITY
63-R-0107,841,UNIVERSITY OF TENNESSEE - MEMPHIS,MEMPHIS,TN,RESEARCH FACILITY
63-R-0113,1009,MEDICAL EDUCATION & RESEARCH INSTITUTE,MEMPHIS,TN,RESEARCH FACILITY
63-R-0116,17184,NEOTECH LLC,DRESDEN,TN,RESEARCH FACILITY
63-R-0117,999,SEWANEE THE UNIVERSITY OF THE SOUTH,SEWANEE,TN,RESEARCH FACILITY
63-R-0120,39091,EAST TENNESSEE CLINICAL RESEARCH INC,ROCKWOOD,TN,RESEARCH FACILITY
63-R-0124,329851,VOLUNTEER STATE COMMUNITY COLLEGE,GALLATIN,TN,RESEARCH FACILITY
63-R-0125,330321,MEMPHIS SPECIALIZED OPERATIONS INC,MEMPHIS,TN,RESEARCH FACILITY
63-R-0128,334369,TURKEY CREEK BIOTECHNOLOGY LLC,FRANKLIN,TN,RESEARCH FACILITY
63-R-0129,335389,VANDERBILT UNIVERSITY MEDICAL CENTER,NASHVILLE,TN,RESEARCH FACILITY
74-G-0001,334102,LIVESTOCK ISSUES RESEARCH UNIT,LUBBOCK,TX,AGRICULTURE RESEARCH FACILITY
74-G-0002,334158,KNIPLING BUSHLAND US LIVESTOCK INSECTS RESEARCH,KERRVILLE,TX,AGRICULTURE RESEARCH FACILITY
74-G-0003,334299,SOUTHERN PLAINS AG RESEARCH CENTER,COLLEGE STATION,TX,AGRICULTURE RESEARCH FACILITY
74-G-0004,335793,CHILDRENS NUTRITION RESEARCH CENTER,HOUSTON,TX,AGRICULTURE RESEARCH FACILITY
74-G-0005,335794,CONSERVATION AND PRODUCTION RESEARCH LABORATORY,BUSHLAND,TX,AGRICULTURE RESEARCH FACILITY
74-R-0003,1512,TEXAS BIOMEDICAL RESEARCH INSTITUTE,SAN ANTONIO,TX,RESEARCH FACILITY
74-R-0008,1519,SCOTT & WHITE MEMORIAL HOSPITAL,TEMPLE,TX,RESEARCH FACILITY
74-R-0011,1382,ALCON RESEARCH LTD.,FORT WORTH,TX,RESEARCH FACILITY
74-R-0012,1499,TEXAS A & M UNIVERSITY,COLLEGE STATION,TX,RESEARCH FACILITY
74-R-0018,1412,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,RESEARCH FACILITY
74-R-0028,1413,BAYLOR RESEARCH INSTITUTE,DALLAS,TX,RESEARCH FACILITY
74-R-0029,1453,UNIVERSITY OF TEXAS AUSTIN,AUSTIN,TX,RESEARCH FACILITY
74-R-0031,1515,WILLIAM MARSH RICE UNIVERSITY,HOUSTON,TX,RESEARCH FACILITY
74-R-0033,1449,UNIVERSITY OF NORTH TEXAS,DENTON,TX,RESEARCH FACILITY
74-R-0035,1448,WELLMARK INTERNATIONAL,DALLAS,TX,RESEARCH FACILITY
74-R-0037,1478,TEXAS HEART INSTITUTE,HOUSTON,TX,RESEARCH FACILITY
74-R-0039,1411,TEXAS A&M UNIV. HEALTH SCIENCE CENTER,COLLEGE STA,TX,RESEARCH FACILITY
